pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
40917670,Safety of MST in clinical application: a systematic review of randomized controlled studies.,2025,Frontiers in neurology,Journal Article; Systematic Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,mechanisms; safety_side_effects; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40917670/
40914197,Multidimensional Motor Evoked Potentials (MultiMEP): Digging up buried information from single trials.,2025,Brain stimulation,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/40914197/
40912663,Hardware-enabled low latency rhythmic brain state tracking for brain stimulation applications.,2025,NeuroImage,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40912663/
40912410,Dynamic cortical inhibition imbalance as a biomarker of clinical progression in early Parkinson's disease.,2025,Neurobiology of disease,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40912410/
40910499,Beta Rhythm Predicts Treatment Response to Deep Transcranial Magnetic Stimulation in Patients with Treatment-Resistant Obsessive-Compulsive Disorder.,2025,Clinical EEG and neuroscience,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40910499/
40909809,Target Engagement in a Head-to-head Clinical Trial of Dysphoric versus Anxiosomatic TMS Targets.,2025,Research square,Journal Article; Preprint,master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/40909809/
40908254,Complexity of neural outputs elicited by transcranial magnetic stimulation.,2025,Journal of neurophysiology,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/40908254/
40907774,Advanced imaging and localization techniques in brain tumor resection: A review for precision tumor removal.,2025,Brain research bulletin,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40907774/
40907541,Three-dimensional magnetic field measurement of transcranial magnetic stimulation using a printed circuit board-based miniature orthogonal coil array.,2025,Biomedical physics & engineering express,Journal Article,master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40907541/
40904820,A randomized controlled study on intermittent theta pulse stimulation for improving cognitive impairment after stroke.,2025,Frontiers in neurology,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/40904820/
40904190,Parietal rTMS Induced Changes in Cortical Excitability in Patients With Minimally Conscious State Using TMS-EEG.,2025,CNS neuroscience & therapeutics,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40904190/
40903455,Blunted anterior midcingulate response to reward in opioid users is normalized by prefrontal transcranial magnetic stimulation.,2025,Translational psychiatry,Journal Article; Randomized Controlled Trial,master_tms_not_animal_only; patient_experience_adherence_state; technician_equipment_localization,patient_faq_adherence; technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/40903455/
40902377,Functional cortical mapping and structural subcortical anatomy predicts intra-operative speech arrest: a nTMS-tractography study.,2025,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/40902377/
40901894,Effect of Different Muscle Relaxation on Motor Control: Comparison Between Ballistic and Ramp Task Methods.,2025,Perceptual and motor skills,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/40901894/
40900907,Effectiveness of high-frequency repetitive transcranial magnetic stimulation combined with quadriceps strength training in the treatment of knee osteoarthritis: a randomized controlled trial.,2025,Therapeutic advances in musculoskeletal disease,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/40900907/
40900459,High-Frequency Repetitive Transcranial Magnetic Stimulation at 20 Hz: A Case Series Evaluating Efficacy in Treatment-Resistant Migraine After 10 Hz Repetitive Transcranial Magnetic Stimulation Failure.,2025,Pain medicine case reports,Journal Article; Case Reports,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40900459/
40900066,Cortical Excitability and Heart Rate Variability in Response to Short Duration Transauricular Vagus Nerve Stimulation in Healthy Adults.,2025,Neuromodulation : journal of the International Neuromodulation Society,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/40900066/
40899987,Kilohertz transcranial magnetic perturbation (kTMP) as a new non-invasive method to modulate cortical excitability.,2025,eLife,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40899987/
40898736,"Corticomotor Responses to Experimental, Acute, and Chronic Lower Limb Pain: A Systematic Review and Meta-Analysis.",2025,Brain and behavior,Journal Article; Systematic Review; Meta-Analysis,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40898736/
40898556,A meta-analysis of the effects of transcranial magnetic stimulation on hand function and daily living ability after stroke.,2025,Medicine,Journal Article; Meta-Analysis,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40898556/
40897950,Mechanisms of cancer-induced neurophysiological dysfunction and therapeutic strategies.,2025,Discover oncology,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40897950/
40897293,State-dependent alterations in neural activity induced by the personalized ventrolateral prefrontal cortex stimulation during viewing emotional film clips.,2025,Brain research bulletin,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/40897293/
40897195,An ICA-based artifact suppression method for online extraction of TMS-evoked potentials: toward closed-loop TMS-EEG applications beyond the motor cortex.,2025,Journal of neural engineering,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40897195/
40896230,New insights into the mechanisms of electroconvulsive therapy in treatment-resistant depression.,2025,Frontiers in psychiatry,Journal Article; Review,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/40896230/
40895891,Eighty-Year-Old Male With Normal Pressure Hydrocephalus Presenting With Dementia and Parkinsonism Treated Using Electroencephalography (EEG)-Guided H4 Coil Protocol: A Case Report.,2025,Cureus,Case Reports; Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; patient_experience_adherence_state; technician_equipment_localization,patient_faq_adherence; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/40895891/
